v1,yearq,airline,year,quarter,totalrecords,ontime,cancelled,diverted,aircarrierdelay,extremeweatherdelay,nasdelay,securitydelay,latearrivingaircraftdelay,totaldelay,enplanedpassengers,totalbag,pper1000,flightproblems,oversales,reservation,fares,refunds,baggage,customerservice,disability,advertising,discrimination,animals,other,totalcomplaint,cash,curr_assets,prop_equip,prop_equip_no_tot,assets,curr_liabilities,non_rec_liab,sh_hld_equity,liab_sh_hld_equity,net_income,op_profit_loss,trans_rev_pax,mail,total_property,prop_freight,prop_bag,op_revenues,op_expenses,tdomt_gallons,tdomt_cost,empfte,tot_fly_ops,total_air_hours,air_days_assign,totalpercent,hetero,salaries,landing_fees,revpaxenplaned,revpaxmiles,revtonmiles,avltonmiles,avlseatmiles,revmilesflown,revmilesched,revairhours,airhourramp2ramp,sparsity,grandtotalflights,heterogeneity,lfp,lff,yieldpax,yield_or,fleetutil,avglandingfee,fueleff,lcc,recession,percpita_gdp,percent_gdp,avg_fare,adj_avg_fare,percent_chg_fare,carriercode,occasion,occasioncount,lyield,lLFP,lfleetutil,lfueleff,lpOntime,lmisbagg,ltotaldelay,lcomplaint,lhetero,lavglandfee,lsparsity,ltdomt_cost,lrevpaxenplaned,lempfte,revpaxmileTotal,lMKTshare,OPOR,lyield_mean,lLFP_mean,lfleetutil_mean,lfueleff_mean,lpOntime_mean,lmisbagg_mean,ltotaldelay_mean,lcomplaint_mean,lhetero_mean,lavglandfee_mean,lsparsity_mean,lMKTshare_mean,ltdomt_cost_mean,lrevpaxenplaned_mean,lempfte_mean,lyield_w,lLFPw,lfleetutil_w,lfueleff_w,lpOntime_w,lmisbagg_w,ltotaldelay_w,lcomplaint_w,lhetero_w,lavglandfee_w,lsparsity_w,lMKTshare_w,ltdomt_costw,lrevpaxenplaned_w,lempfte_w,clyield_mean,clLFP_mean,clfleetutil_mean,clfueleff_mean,clpOntime_mean,clmisbagg_mean,cltotaldelay_mean,clcomplaint_mean,clhetero_mean,clavglandfee_mean,clsparsity_mean,clMKTshare_mean,cltdomt_cost_mean,clrevpaxenplaned_mean,clempfte_mean
469,20101,EXPRESSJET,2010,1,87035,63814,3335,206,4586,514,8374,152,6053,23220,3191353,15043,14.2,13,0,1,0,1,1,2,1,0,0,0,0,19,76544.969,148201.2,173814.23,0,330745.28,96371.594,338927.09,-125256.79,330745.28,-15682.13,-14696.11,158192.25,0,0,0,0,180182.45,194878.56,3688481,8583714,16139,66473.641,136.97,21.049999,.5,.5,66967.953,14560.5,3274716,1886493420,188875572,302712168,2522601400,50452028,47156520,129352,163702,.091375627,86046,0,.74783653,.62394446,.083855182,.071427241,.27112034,169.21762,683.91333,0,0,50036,.30069,328.11539,407.18152,.033655446,14,25,62,-2.4786639,-.29057086,-1.3051925,6.5278311,-.31033772,2.6532419,10.05277,2.9444389,,5.1311855,-2.3927765,15.965377,15.001741,9.6889944,116374986752,-4.122098,-.081562385,-2.1573148,-.2483796,-1.3814694,6.5459085,-.283842,2.7756608,10.08081,3.1862864,-1.1278484,2.9023094,-2.7273753,-4.2049046,15.88441,15.198602,9.8130302,-.32134914,-.042191252,.076276898,-.018077374,-.026495725,-.12241888,-.028039932,-.24184752,,2.2288761,.33459878,.082806587,.080966949,-.19686031,-.12403584,-.13518074,-.031955861,-.28177008,2.0925965,-.039903786,.29275933,.49482179,-.88821578,-.52306777,-2.3752286,-.30672249,-.85817397,-2.9833853,-.40603063,-.69354498
470,20101,SKYWEST,2010,1,145204,113551,3507,548,5516,495,8980,61,12546,31653,5568530,31202,16.93,25,0,0,0,1,11,2,6,0,0,0,0,45,43584,823487,1634207,0,2953150,364349,1041176,1420440,2953150,7960,26164,441484,0,0,0,0,449929,423765,28707833,72067292,26780,201928,184.57001,26.129999,.44,.56,92361,18017,5535880,3030017007,303028564,534663270,3970482698,70002623,71122170,183507,237424,.050373636,142162,.66307586,.76313567,.56676525,.14570348,.11331847,.2943137,126.73569,138.30659,0,0,50036,.30069,328.11539,407.18152,.033655446,23,25,64,-1.9261817,-.27031946,-1.2231091,4.9294729,-.24588758,2.8290873,10.362588,3.8066626,-.41086587,4.842104,-2.9882874,18.093111,15.526761,10.195411,116374986752,-3.6482494,.058151398,-1.938171,-.2282016,-1.2562724,5.0021067,-.22799358,2.8177874,10.31873,3.5855629,-.43981639,4.0690184,-3.1773868,-3.7470846,18.032272,15.650149,10.270409,.011989355,-.042117864,.033163309,-.072633743,-.017894,.011299849,.043857574,.22109962,.028950512,.77308559,.18909931,.09883523,.060838699,-.12338829,-.074997902,.083963014,-.011777855,-.15657315,.54879475,.015944635,.33488598,.73274255,-.48893926,.16496421,-1.2085197,-.75673395,-.40035403,-.83552289,.045517001,-.2361666
471,20101,AMERICAN,2010,1,136174,104192,4004,418,8945,1663,9643,38,7272,31983,16136710,71530,13.29,120,7,20,18,12,67,28,5,3,2,0,6,288,185162,6759368,13051940,0,23091756,10710895,15513973,-6265368,23091756,-349238,-249135,2339479,9259,108655,30110,78545,3038501,3287636,374334270,836292883,199338,1186586,325,40.099998,.78125,.21875,632424,80526,15777395,18000287947,1869561163,3208863459,22840502321,144197509,148360000,324299,379093,.10402705,132675,.65047067,.78808635,.58262408,.12996897,.13303126,.33769742,606.94177,61.016327,0,0,50036,.30069,328.11539,407.18152,.033655446,6,25,64,-2.0404596,-.2381476,-1.085605,4.1111417,-.26769814,2.5870118,10.37296,5.6629605,-.43005908,6.408433,-2.2631044,20.544489,16.574089,12.202757,116374986752,-1.8664299,-.08199273,-1.9891251,-.18568857,-1.0692221,4.1493225,-.26430672,2.5604877,10.588089,6.016552,-.39275768,6.1825323,-2.454685,-1.7929829,20.627779,16.840406,12.337802,-.0513345,-.052459031,-.016382933,-.038180828,-.0033914149,.026524067,-.2151289,-.35359144,-.037301391,.22590065,.19158053,-.073446989,-.0832901,-.26631737,-.13504505,.033008907,.030735172,.030477196,-.30398944,-.020368511,.07758633,1.0021012,1.9420497,.21202292,.90499419,-.034032192,1.5537477,1.7599838,1.235774,1.8312267
472,20101,DELTA,2010,1,170220,134324,5170,374,9613,1219,12194,50,7275,35895,20633802,85850,12.56,133,24,83,31,29,105,56,32,2,6,0,29,530,4735186,8703683,19606608,105704,44018556,11661026,30002816,26854,44018556,-14584,233675,2578862,-1033,261838,44651,217187,4642172,4408497,387492100,861187468,224538,1298910,356.51999,47.91,.78546715,.21453287,688357,75349,19995928,20884942598,2148475545,3412575308,25636680723,157513302,160111508,360028,442402,.07538572,166746,.84468049,.81465083,.62957603,.12347949,.18107539,.31006053,451.87891,66.160522,0,0,50036,.30069,328.11539,407.18152,.033655446,11,25,64,-2.0916803,-.20499568,-1.1709877,4.1920838,-.23683693,2.5305171,10.488354,6.2728772,-.16879684,6.1134143,-2.5851374,20.573822,16.811039,12.3218,116374986752,-1.7177892,.05033743,-1.9633139,-.17911391,-1.0371306,4.2016807,-.20654429,2.3056192,10.351294,5.5749292,-.1888292,5.9221725,-2.31025,-1.8423537,20.599318,16.933538,12.189204,-.12836635,-.025881767,-.13385713,-.0095968246,-.03029263,.22489786,.13706017,.69794798,.020032361,.19124174,-.27488732,.12456453,-.025495529,-.12249947,.13259602,.058820102,.037309833,.062568694,-.25163129,.037393916,-.17728217,.76530576,1.500427,.4159514,.64463443,.11040274,1.5043769,1.7315223,1.3289061,1.682629
473,20101,JETBLUE,2010,1,49300,35302,1574,106,3687,181,4231,51,4165,13995,4917617,14820,9.0799999,29,1,10,1,4,10,13,3,0,0,0,2,73,828950.31,1435411.1,4611216,49194.648,6513373.5,1172362.5,2882284,1537847.5,6513373.5,-13540.18,13419.86,664700.13,1471.53,13349.11,1412.91,11936.2,738420.94,725001.06,116318899,254493606,33410,326389.06,118.14,11.84,.55555558,.44444445,153027.5,25217.609,4831982,5562389977,561428630,906822296,7219994650,51675208,53144369,118171,138458,.085330881,47793,.34874865,.77041471,.61911649,.11949901,.10227444,.4157517,527.64233,62.070694,1,0,50036,.30069,328.11539,407.18152,.033655446,18,25,64,-2.1244471,-.26082632,-.87766707,4.128274,-.33398446,2.2060742,9.5464554,4.2904596,-1.0534039,6.2684188,-2.4612188,19.354786,15.390767,10.416611,116374986752,-3.0407898,.018173726,-2.1311915,-.18307546,-.84272844,4.2380457,-.29700884,2.0371277,9.4821033,3.9720833,-.98921597,6.2422075,-2.4159315,-2.9974527,19.367519,15.578291,10.492418,.0067443848,-.077750862,-.034938633,-.10977173,-.036975622,.1689465,.064352036,.3183763,-.064187884,.026211262,-.045287371,-.043337107,-.012733459,-.18752384,-.075807571,-.10905745,.033348285,.25697085,-.21526624,-.053070631,-.44577369,-.10388444,-.10241887,-.38443539,.96466941,.0047213184,.34927785,.49972412,-.026341407,-.014156943
474,20101,MESA,2010,1,50428,40543,1688,109,3464,519,2341,30,1734,9885,2378555,11004,13.89,5,0,0,0,0,2,1,1,0,0,0,0,9,61640.422,196106.56,752230.38,0,1233139.8,102688.89,737442.5,221961.84,1233139.8,-1499.14,5461.0098,187627.27,0,539.21997,0,539.21997,190930.73,185469.73,28904006,53633269,6936,112300.99,53.91,8.3000002,.625,.375,18084.92,6178.98,2294620,1005482304,100597513,177994621,1341250438,19669545,20285844,53864,72946,.052300546,48815,.70839494,.74966037,.56517166,.18660423,.14235277,.27063254,126.57954,46.403618,0,0,50036,.30069,328.11539,407.18152,.033655446,19,25,40,-1.6787653,-.28813502,-1.3069934,3.8373773,-.21818344,2.6311691,9.1987734,2.1972246,-.3447535,4.8408709,-2.9507484,17.79768,14.646078,8.8444805,116374986752,-4.7513504,.028602047,-1.9245476,-.22727254,-1.2497849,4.5337601,-.24768876,2.8580287,9.2987881,2.9173493,-.45760128,3.4187753,-2.7570796,-4.7114754,17.482246,14.78976,8.9413815,.24578226,-.060862482,-.057208419,-.69638276,.029505312,-.22685957,-.10001469,-.72012472,.11284778,1.4220955,-.19366884,-.039875031,.3154335,-.14368153,-.09690094,.09758649,-.010848798,-.15008566,.080448128,-.0037505429,.37512723,-.28719974,-1.1571529,.14717932,-1.8587627,-.33642682,-1.3647448,-1.3855488,-.81487268,-1.5651938
475,20101,COMAIR,2010,1,33174,23585,2229,62,2837,850,3307,7,297,9589,1371699,7983,17.790001,17,1,0,0,0,2,1,1,0,0,0,0,22,103545,147906,762404,0,945320,215716,537372,181485,945320,3738,8661,101429,0,0,0,0,102865,94204,23321269,52946305,7703,33579,42.139999,8.1099997,.68000001,.31999999,28960,0,1352867,671729261,67174302,120011643,955381550,16304047,18806901,44744,64460,.06799791,32060,.67258072,.7031005,.55973154,.15099685,.10766903,.21650226,0,40.966106,0,0,50036,.30069,328.11539,407.18152,.033655446,9,25,28,-1.8904963,-.35225543,-1.5301542,3.712745,-.34115553,2.8786366,9.1683722,3.0910425,-.39663315,,-2.6882782,17.784788,14.117737,8.9493656,116374986752,-5.1547174,.084197737,-1.5289799,-.32247224,-1.2482288,3.7095194,-.31642225,3.2698188,9.6493855,2.9563649,-.55519408,4.8367476,-2.3581889,-4.7558508,18.131918,14.640444,9.6418724,-.36151636,-.029783189,-.28192544,.003225565,-.024733275,-.39118218,-.4810133,.13467765,.15856093,,-.33008933,-.39886665,-.34712982,-.52270699,-.69250679,.49315414,-.1060485,-.1485295,-.74379253,-.072484039,.78691739,.063397661,-1.1181374,.049586516,-.44079044,.062463913,-1.4091202,-.73587728,-.96418852,-.86470282
476,20101,ENDEAVOR,2010,1,65336,48426,2660,204,3937,413,5933,34,3729,16910,2504705,16348,19.719999,12,1,0,0,0,3,4,1,0,0,0,0,21,53114.52,97488.609,403528.66,0,556241.38,76385.961,282813,48240.441,556241.38,5884.5601,14662.91,157927.39,0,0,0,0,160639.13,145976.22,0,0,9871,54230.75,72.400002,12.78,.55555558,.44444445,31029.34,8288.6699,2533572,1098833102,109886718,190544356,1462456019,27101252,28199659,71878,103462,.082743868,62830,.22801723,.75136149,.5766989,.14372282,.10984202,.23604591,131.92216,0,0,0,50036,.30069,328.11539,407.18152,.033655446,12,25,28,-1.9398687,-.28586841,-1.4437289,,-.29950634,2.9816334,9.7356606,3.0445225,-1.4783341,4.8822122,-2.4920053,,14.745141,9.1973562,116374986752,-4.662569,.091278575,-2.1928153,-.25407976,-1.3741112,,-.22908014,2.8279591,9.4842062,2.9194922,-1.486104,4.7364521,-2.669271,-4.6667538,,14.898383,9.3481951,.25294662,-.031788647,-.069617748,,-.070426196,.15367436,.25145435,.12503028,.0077699423,.14576006,.17726564,.0041847229,,-.15324211,-.15083885,-.17068127,-.037656017,-.27441189,,.014858072,.34505764,-.10178159,-1.15501,-.8813234,-.54108602,-.24861822,-1.3200232,,-.70624918,-1.1583802
477,20101,FRONTIER,2010,1,19478,15648,170,26,725,29,1316,0,1564,3830,2056804,5901,8.6099997,10,3,4,0,2,2,1,2,0,0,0,0,24,97672.461,347533.63,371683.91,0,970250.19,344184.66,220999.45,248585.48,970250.19,-12669.54,-21288.551,174556.44,0,13488.51,1278.95,12209.57,243674.66,264963.22,39090320,83119224,15141,115067.67,36.040001,3.9200001,.625,.375,39912.93,8865.29,1808350,1686262195,170033404,276017304,2235991414,16594258,16888108,37867,44472,.19972923,20317,.4803564,.75414521,.61602443,.10351678,.10897835,.38307822,436.34839,57.200642,1,0,50036,.30069,328.11539,407.18152,.033655446,15,25,59,-2.2680216,-.28217036,-.95951611,4.0465651,-.21894251,2.1529243,8.2506199,3.1780539,-.73322695,6.0784411,-1.6107926,18.235786,14.407926,9.6251612,116374986752,-4.2343035,-.087364651,-2.3166032,-.16297232,-.86293924,4.2506828,-.26682985,2.2212188,8.5602121,3.8751516,-.70109469,6.0136666,-2.0599482,-3.9503918,18.405107,14.855331,9.4184647,.0485816,-.11919804,-.096576869,-.20411777,.04788734,-.068294525,-.30959225,-.69709778,-.032132268,.064774513,.44915557,-.28391171,-.16932106,-.44740582,.20669651,-.29446915,.053451426,.23676005,-.2026291,-.022891635,-.2616826,-1.0257757,-.19935057,-.096314095,.73612851,.36070457,-.60366118,-.46268776,-.7493009,-1.0881106
478,20101,US,2010,1,98667,77602,3667,188,4342,199,8145,85,4439,21065,10737648,34172,9.5900002,79,19,27,12,14,24,22,11,2,5,0,7,222,1493935,2650398,3431511,240498,7534324,3704225,3345740,182499,7534324,-10396,1905,1305301,2446,101055,7668,93387,2116504,2114599,191454375,396320215,88815,673238,194.39,26.32,.81999999,.18000001,329928,27956,10537056,10097330729,1037350430,1708363163,12477206657,82748976,85325600,193467,233846,.083190337,95270,.81621522,.8092621,.60721892,.12927189,.16962963,.30773494,293.4397,65.170654,0,0,50036,.30069,328.11539,407.18152,.033655446,27,25,41,-2.0458374,-.21163245,-1.1785165,4.1770091,-.24015735,2.260721,9.955368,5.4026775,-.20307721,5.6816721,-2.486624,19.797733,16.170408,11.394311,116374986752,-2.4445465,.00090006919,-1.993342,-.20615524,-1.051116,4.134016,-.23429155,2.5142708,9.9736452,5.3621802,-.21275288,5.6314526,-2.4605527,-2.6074708,19.832302,16.183376,11.307163,-.05249536,-.0054772049,-.12740052,.042993069,-.0058657974,-.25354981,-.018277168,.040497303,.0096756667,.050219536,-.02607131,.16292429,-.034568787,-.012968063,.087147713,.028791998,.010268502,.048583299,-.31929591,.0096466588,.031369369,.3876574,1.287678,.39202771,.35391447,-.039899912,.73925984,.96450686,.57874399,.80058801
479,20101,HAWAIIAN,2010,1,16281,14385,22,14,1266,2,12,1,579,1896,2026312,3706,5.5,6,0,0,1,2,4,2,0,0,0,0,1,16,30326.381,428248,339446.78,0,1028228,477984.59,460400.16,89843.297,1028228,6585.1602,11283.42,240750.8,117.64,16261.81,5608.9102,10652.9,271581.19,260297.75,28506593,58543399,10287,106182.27,20.059999,2.8399999,.55555558,.44444445,45891.57,5639.7002,1959171,1717786659,188157442,335450643,2033709733,8784042,8757876,19994,24451,.27655816,16441,.41716653,.84465677,.56090945,.14015174,.1335398,.2943075,343.02658,71.341736,0,0,50036,.30069,328.11539,407.18152,.033655446,16,25,64,-1.9650296,-.16882493,-1.2231301,4.2674813,-.12381279,1.704748,7.5475016,2.7725887,-.87426978,5.8378081,-1.2853341,17.885279,14.488032,9.238636,116374986752,-4.2157812,.041547135,-1.9896747,-.14304188,-1.2052833,4.2794709,-.08746098,2.089457,7.1815281,2.8884876,-.67200166,5.6783667,-1.341495,-4.1805482,18.067671,14.528169,9.4245348,.02464509,-.025783047,-.017846823,-.011989594,-.036351807,-.384709,.36597347,-.11589885,-.20226812,.15944147,.056160927,-.035233021,-.18239212,-.040136337,-.18589878,.032459352,.073381864,-.105584,-.17384101,.15647723,-.39344439,-2.4044597,-1.1860147,-.067221068,.40082857,1.0791577,-.8338176,-.80012441,-1.0764637,-1.0820404
480,20101,ATLANTIC SOUTHEAST,2010,1,74224,56594,3295,143,3945,465,4139,18,5624,17629,3147476,28725,27.629999,8,0,0,0,0,1,0,2,0,0,0,1,12,31587,638777,1292177,0,1989565,217422,864500,652370,1989565,4852,14673,180310,0,0,0,0,180521,165848,497515,1299042,10608,54684,82.669998,13.71,.625,.375,44031,650,3130990,1305556329,130567742,230490086,1671041252,28301381,29552084,75654,107439,.23125519,71527,.5128141,.78128314,.56647879,.1381097,.10802905,.25124604,9.0874777,3358.7756,0,0,50036,.30069,328.11539,407.18152,.033655446,8,25,35,-1.979707,-.24681766,-1.3813226,8.1193314,-.27118456,3.318902,9.7773008,2.4849067,-.66784185,2.2068975,-1.4642335,14.077138,14.95686,9.2693634,116374986752,-4.4901886,.081281401,-1.7314658,-.26338071,-1.2327936,4.9375162,-.32547048,3.4362276,9.9387054,2.831116,-.76397395,3.6278193,-1.7633801,-4.5200491,17.230247,14.939577,9.5305462,-.24824119,.016563043,-.14852905,3.1818151,.054285914,-.11732554,-.16140461,-.34620929,.0961321,-1.4209218,.29914653,.029860497,-3.1531096,.017282486,-.26118279,.29066822,-.046956964,-.13309428,.48420426,-.081532262,.95332617,.35271764,-1.2433863,-.15919335,-1.6497188,.65727276,-1.1733185,-1.6375477,-.66505522,-.97602904
481,20101,UNITED,2010,1,83539,68878,2385,134,2866,224,4672,1,4380,14662,10500429,45358,13.07,40,11,28,11,14,50,34,7,2,2,0,17,216,3593466,6582153,9713896,423381,20025266,7668878,14147051,-2514003,20025266,-121161,-36424,1579368,10247,94399,28844,65555,2736886,2773310,234812911,506229675,131222,731430,246.42,23.85,.55102038,.44897959,422513,61499,10387821,13263935023,1430968433,2303430564,16307621723,98650786,100872752,216022,248389,.086608067,81877,.72088146,.81335801,.62123358,.11907236,.16782863,.43050313,751.1145,69.449425,0,0,50036,.30069,328.11539,407.18152,.033655446,26,25,64,-2.1280239,-.20658392,-.84280068,4.2405987,-.19297676,2.5703194,9.5930147,5.3752785,-.32728055,6.6215582,-2.4463623,20.042501,16.156145,11.784646,116374986752,-2.1717689,-.013308556,-2.0489318,-.17315583,-.87182105,4.2581077,-.24680431,2.4408674,10.161814,5.8796186,-.22192177,6.4861526,-2.5942547,-1.9436948,20.364365,16.567757,12.162584,-.079092026,-.033428088,.029020369,-.017508984,.053827554,.12945199,-.56879902,-.50434017,-.10535878,.13540554,.14789248,-.22807407,-.32186317,-.41161156,-.37793827,-.026797798,.043267913,.22787824,-.19520427,-.0028660994,-.042033989,.57582593,1.8051164,.38285881,1.2086146,-.17360196,1.4030358,1.4965694,.96312433,1.6560091
482,20101,AIRTRAN,2010,1,59552,45683,1585,137,2555,135,4266,0,5191,13869,5583024,9681,5.27,29,8,11,1,3,10,12,1,0,2,0,1,78,587566.31,761838.75,1314861.8,0,2285820.8,754070.81,1040859.1,486685.25,2285820.8,-11797.33,3039.3,530725.38,0,34457.859,0,34457.859,595723.88,592684.56,86934284,183360439,23374,319360.88,106.13,11.42,.55555558,.44444445,103007.75,15167.77,5349160,4044539213,404453921,601277018,5247800620,42196280,62321284,100234,122416,.10265333,57445,.45821336,.7707113,.67265821,.13122024,.11351877,.38722271,264.03986,60.365143,0,0,50036,.30069,328.11539,407.18152,.033655446,1,25,40,-2.0308781,-.26044142,-.94875526,4.1004119,-.26512364,1.6620303,9.5374117,4.356709,-.78042036,5.5760999,-2.2763977,19.026964,15.49245,10.05938,116374986752,-3.3594501,.0051018605,-2.0773172,-.26001126,-.98357624,4.1284389,-.24225728,2.0289955,9.3473701,3.6798499,-1.2251009,5.3300877,-2.1151128,-3.5685983,18.90897,15.433859,9.9910622,.046439171,-.00043016672,.034820974,-.028027058,-.022866353,-.36696517,.19004154,.67685914,.44468051,.24601221,-.16128492,.20914817,.11799431,.058590889,.068317413,-.055183198,-.043587513,.11612305,-.324873,.0016809305,-.45390591,-.23861764,-.39465234,-.62032026,.052549563,.30554,-.2218677,.041174635,-.17077348,-.51551306
483,20101,CONTINENTAL,2010,1,58546,45913,1116,120,3013,376,5600,274,2134,12633,7411544,20469,8.3199997,47,3,21,12,10,23,27,12,0,2,0,5,162,2883938,4736621,7393379,0,13251527,5328917,6263938,540732,13251527,-351204,-285613,1140671,11553,98955,22375,76580,1783684,2069297,151046000,311694000,99471,543335,153.48,18.120001,.83471072,.16528925,341359,38388,7236196,9367561162,982481860,1428795250,11436195757,71196336,72389592,158995,183598,.13009341,57595,.76978797,.81911516,.68762958,.12176819,.15596829,.35292494,666.51617,75.713333,0,0,50036,.30069,328.11539,407.18152,.033655446,10,25,32,-2.1056361,-.19953059,-1.0414999,4.3269544,-.24306446,2.1186621,9.444068,5.0875964,-.26164016,6.5020642,-2.0395026,19.557533,15.794606,11.507622,116374986752,-2.5195649,-.16012533,-2.0873456,-.18978263,-1.0283042,4.2427278,-.26421896,2.3969214,9.6883888,4.7999697,-.23382159,6.3912215,-2.0734308,-2.5113509,19.742954,15.943987,11.55141,-.01829052,-.0097479522,-.013195634,.084226608,.021154493,-.27825928,-.24432087,.28762674,-.027818576,.1108427,.033928156,-.0082139969,-.18542099,-.14938068,-.043787956,-.065211557,.026641108,.071395069,-.21058418,-.020280743,-.08598002,.10240103,.72546744,.37095901,1.1136835,.347222,.83537972,.87515903,.33935454,1.0448345
484,20101,ENVOY,2010,1,107151,79967,4227,305,5433,1271,7728,25,8197,27186,3568506,29794,25.24,14,1,2,0,0,6,4,1,0,0,0,1,29,1282.46,313029.66,2270181,507.81,2597477.3,400948.28,1639186.6,310469.69,2597477.3,-1167.52,23743.67,451801.47,0,0,0,0,460400.34,436656.66,58683757,134513864,27133,188321.56,123.69,20.309999,.5,.5,99328.539,20876.949,3611455,1603192467,160392488,278024728,2319716185,46605512,48451022,125671,169403,.077570669,103346,.58768475,.6911158,.57690006,.28181362,.19847269,.25375432,202.01024,39.529102,0,0,50036,.30069,328.11539,407.18152,.033655446,13,25,56,-1.2665093,-.36944789,-1.3713887,3.6770372,-.29262501,3.22843,10.210458,3.3672957,-.53156459,5.3083186,-2.556566,18.717178,15.099622,10.208506,116374986752,-4.2848206,.05157179,-1.6408215,-.29306766,-1.6029867,3.6849475,-.29583371,3.2101371,10.196259,3.7423904,-.42317587,3.3110759,-2.5845485,-4.3169031,18.751755,15.193357,10.330316,.37431216,-.076380223,.23159802,-.0079102516,.0032086968,.018292904,.014199257,-.37509465,-.10838872,1.9972427,.027982473,.032082558,-.034576416,-.093735695,-.12180996,.38131258,-.076643921,-.50328737,-.76836443,-.051895496,.72723573,.61027074,-.33211181,.18160473,-1.9664621,-.1638957,-.97017252,-.11604048,-.41127488,-.17625964
485,20101,SOUTHWEST,2010,1,268021,214604,6468,633,14237,1327,7633,235,22885,53418,24342488,88671,10.97,28,5,7,1,4,12,10,5,1,2,0,0,75,-89196,3349109,10621400,0,14239329,2917615,3330651,6480830,14239329,10788,54478,2419634,0,36665,29793,6872,2630038,2575560,329890458,783040831,104158,1212325,406.56,48.360001,.625,.375,656838,82111,23715801,17188654871,1745283144,3057076603,22655064209,166139182,169523745,404411,472929,.030195214,262015,.46377423,.7587114,.57089937,.14076924,.11609051,.35028949,313.38281,68.674507,1,0,50036,.30069,328.11539,407.18152,.033655446,24,25,63,-1.9606333,-.27613381,-1.0489954,4.2293782,-.22227086,2.3951643,10.885903,4.3174882,-.7683574,5.7474256,-3.5000718,20.478695,16.981651,11.553664,116374986752,-1.9125681,.020713769,-1.9381496,-.24768832,-.99800581,4.2257662,-.22438076,2.4071965,10.974837,4.4619985,-.73705715,5.7340302,-3.4921861,-1.8572142,20.49897,17.183941,11.724526,-.022483706,-.028445482,-.050989568,.0036120415,.0021099001,-.01203227,-.088933945,-.14451027,-.031300247,.013395309,-.0078856945,-.05535388,-.020275116,-.20228958,-.1708622,.083984472,-.031264581,.10169348,-.22754575,.019557452,-.075704895,1.3888495,.38749626,-.13227655,.45649216,-1.0715333,1.4895164,1.6311748,1.5793085,1.2179512
486,20102,AIRTRAN,2010,2,63787,53531,336,210,1831,86,3667,0,4126,10256,6570992,9892,4.4899998,28,4,11,2,2,12,6,1,0,1,0,1,68,589162.31,749084.5,1313309.1,0,2257171.8,718560.69,1050325.5,484080.09,2257171.8,12269.11,67524.039,625427.13,0,38788.289,0,38788.289,693143.56,625619.56,88604336,190716083,23817,351187.72,114.43,11.74,.55555558,.44444445,105762,16411.211,6366111,5010434938,501043494,693748044,6014945447,48065511,61689688,111931,135806,.10392563,63517,.47594318,.83299756,.72222692,.12482492,.11523689,.40612578,258.37509,67.885452,0,0,50429,.78543001,340.7695,420.88538,-.0040311692,1,26,40,-2.0808432,-.18272457,-.90109235,4.2178216,-.17528848,1.5018526,9.2356186,4.2195077,-.74245679,5.5544124,-2.2640798,19.066296,15.666499,10.078155,133553496064,-3.2829795,.097417101,-2.0773172,-.26001126,-.98357624,4.1284389,-.24225728,2.0289955,9.3473701,3.6798499,-1.2251009,5.3300877,-2.1151128,-3.5685983,18.90897,15.433859,9.9910622,-.0035259724,.07728669,.082483888,.089382648,.066968799,-.52714288,-.11175156,.53965783,.48264408,.2243247,-.14896703,.28561878,.15732574,.23264027,.0870924,-.055183198,-.043587513,.11612305,-.324873,.0016809305,-.45390591,-.23861764,-.39465234,-.62032026,.052549563,.30554,-.2218677,.041174635,-.17077348,-.51551306
